Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches
2017-2018,Ligue1,Saint-Étienne,Stéphane Ruffier,fr FRA,GK,30.0,34.6,44.0,5.0,2.0,4.0,1.0,48.6,0.29,5.6,0.16,195.0,519.0,37.6,865.0,131.0,39.2,34.5,276.0,65.2,45.3,532.0,28.0,5.3,21.0,0.61,12.9,Matches
2017-2018,Ligue1,Saint-Étienne,Jessy Moulin,fr FRA,GK,31.0,3.4,6.0,1.0,1.0,1.0,0.0,7.0,0.21,1.0,0.3,33.0,89.0,37.1,94.0,13.0,52.1,42.6,44.0,90.9,58.0,68.0,5.0,7.4,1.0,0.3,9.8,Matches
2017-2018,Ligue1,Saint-Étienne,Squad Total,,,26.6,38.0,50.0,6.0,3.0,5.0,1.0,55.6,0.28,6.6,0.17,228.0,608.0,37.5,959.0,144.0,40.5,35.3,320.0,68.8,47.1,600.0,33.0,5.5,22.0,0.58,12.5,
2017-2018,Ligue1,Saint-Étienne,Opponent Total,,,26.0,38.0,47.0,7.0,0.0,5.0,2.0,51.7,0.27,6.7,0.18,217.0,583.0,37.2,820.0,152.0,48.3,38.7,275.0,68.0,51.0,504.0,23.0,4.6,22.0,0.58,13.5,
2017-2018,Ligue1,Nice,Walter Benítez,ar ARG,GK,24.0,28.0,36.0,3.0,1.0,0.0,2.0,37.1,0.29,3.1,0.11,102.0,262.0,38.9,542.0,161.0,24.9,29.2,232.0,54.7,43.9,445.0,13.0,2.9,4.0,0.14,11.1,Matches
2017-2018,Ligue1,Nice,Yoan Cardinale,fr FRA,GK,23.0,10.0,16.0,0.0,1.0,1.0,1.0,13.2,0.33,-1.8,-0.18,39.0,79.0,49.4,192.0,36.0,16.7,26.3,91.0,51.6,43.4,117.0,5.0,4.3,5.0,0.5,12.0,Matches
2017-2018,Ligue1,Nice,Squad Total,,,25.0,38.0,52.0,3.0,2.0,1.0,3.0,50.3,0.3,1.3,0.03,141.0,341.0,41.3,734.0,197.0,22.8,28.5,323.0,53.9,43.8,562.0,18.0,3.2,9.0,0.24,11.4,
2017-2018,Ligue1,Nice,Opponent Total,,,26.1,38.0,53.0,8.0,2.0,5.0,1.0,50.6,0.23,-1.4,-0.04,213.0,503.0,42.3,796.0,150.0,40.7,36.4,260.0,68.8,49.5,434.0,23.0,5.3,42.0,1.11,14.2,
2017-2018,Ligue1,Nantes,Ciprian Tătărușanu,ro ROU,GK,31.0,37.0,38.0,2.0,0.0,8.0,1.0,33.1,0.24,-3.9,-0.1,230.0,608.0,37.8,753.0,172.0,44.0,37.2,333.0,83.2,56.8,633.0,41.0,6.5,22.0,0.59,11.5,Matches
2017-2018,Ligue1,Nantes,Maxime Dupé,fr FRA,GK,24.0,1.0,3.0,1.0,0.0,0.0,0.0,2.1,0.22,-0.9,-0.91,7.0,17.0,41.2,14.0,4.0,64.3,44.7,8.0,100.0,63.9,20.0,3.0,15.0,3.0,3.0,13.7,Matches
2017-2018,Ligue1,Nantes,Squad Total,,,25.6,38.0,41.0,3.0,0.0,8.0,1.0,35.2,0.24,-4.8,-0.13,237.0,625.0,37.9,767.0,176.0,44.3,37.3,341.0,83.6,56.9,653.0,44.0,6.7,25.0,0.66,11.6,
2017-2018,Ligue1,Nantes,Opponent Total,,,26.2,38.0,36.0,4.0,2.0,4.0,0.0,36.6,0.25,0.6,0.02,257.0,631.0,40.7,1033.0,185.0,40.7,36.6,341.0,61.9,47.1,634.0,55.0,8.7,37.0,0.97,13.9,
2017-2018,Ligue1,Montpellier,Benjamin Lecomte,fr FRA,GK,26.0,38.0,33.0,5.0,1.0,4.0,0.0,37.9,0.29,4.9,0.13,249.0,556.0,44.8,880.0,219.0,44.2,37.6,268.0,62.3,45.8,494.0,51.0,10.3,24.0,0.63,12.8,Matches
2017-2018,Ligue1,Montpellier,Squad Total,,,26.4,38.0,33.0,5.0,1.0,4.0,0.0,37.9,0.29,4.9,0.13,249.0,556.0,44.8,880.0,219.0,44.2,37.6,268.0,62.3,45.8,494.0,51.0,10.3,24.0,0.63,12.8,
2017-2018,Ligue1,Montpellier,Opponent Total,,,26.0,38.0,36.0,0.0,1.0,4.0,0.0,42.3,0.26,6.3,0.17,255.0,659.0,38.7,879.0,182.0,42.8,36.5,337.0,84.0,55.8,639.0,28.0,4.4,35.0,0.92,14.5,
2017-2018,Ligue1,Dijon,Baptiste Reynet,fr FRA,GK,26.0,38.0,73.0,11.0,2.0,6.0,3.0,67.2,0.27,-2.8,-0.07,313.0,727.0,43.1,1322.0,227.0,41.4,36.2,323.0,55.7,44.8,643.0,48.0,7.5,83.0,2.18,16.8,Matches
2017-2018,Ligue1,Dijon,Squad Total,,,26.6,38.0,73.0,11.0,2.0,6.0,3.0,67.2,0.27,-2.8,-0.07,313.0,727.0,43.1,1322.0,227.0,41.4,36.2,323.0,55.7,44.8,643.0,48.0,7.5,83.0,2.18,16.8,
2017-2018,Ligue1,Dijon,Opponent Total,,,25.8,38.0,55.0,5.0,0.0,4.0,3.0,42.1,0.24,-9.9,-0.26,256.0,574.0,44.6,846.0,180.0,44.4,37.0,305.0,64.9,48.6,441.0,20.0,4.5,46.0,1.21,16.2,
2017-2018,Ligue1,Guingamp,Karl-Johan Johnsson,se SWE,GK,27.0,38.0,59.0,5.0,0.0,5.0,1.0,50.5,0.26,-7.5,-0.2,295.0,705.0,41.8,867.0,163.0,52.4,41.2,308.0,81.5,58.6,547.0,27.0,4.9,21.0,0.55,12.9,Matches
2017-2018,Ligue1,Guingamp,Squad Total,,,27.2,38.0,59.0,5.0,0.0,5.0,1.0,50.5,0.26,-7.5,-0.2,295.0,705.0,41.8,867.0,163.0,52.4,41.2,308.0,81.5,58.6,547.0,27.0,4.9,21.0,0.55,12.9,
2017-2018,Ligue1,Guingamp,Opponent Total,,,25.8,38.0,48.0,6.0,3.0,8.0,2.0,51.6,0.29,5.6,0.15,245.0,660.0,37.1,963.0,140.0,44.8,38.2,312.0,73.4,52.7,587.0,31.0,5.3,40.0,1.05,14.2,
2017-2018,Ligue1,Amiens,Régis Gurtner,fr FRA,GK,30.0,37.0,41.0,4.0,0.0,3.0,0.0,48.9,0.27,7.9,0.21,329.0,909.0,36.2,894.0,98.0,63.3,43.9,361.0,95.0,58.9,634.0,31.0,4.9,25.0,0.68,12.6,Matches
2017-2018,Ligue1,Amiens,Jean-Christophe Bouet,fr FRA,GK,34.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.19,0.3,0.3,7.0,21.0,33.3,17.0,4.0,52.9,40.4,13.0,92.3,55.4,19.0,0.0,0.0,0.0,0.0,5.0,Matches
2017-2018,Ligue1,Amiens,Squad Total,,,27.5,38.0,42.0,4.0,0.0,3.0,0.0,50.2,0.27,8.2,0.21,336.0,930.0,36.1,911.0,102.0,63.1,43.8,374.0,94.9,58.8,653.0,31.0,4.7,25.0,0.66,12.5,
2017-2018,Ligue1,Amiens,Opponent Total,,,26.0,38.0,37.0,3.0,2.0,3.0,1.0,27.3,0.25,-8.7,-0.23,237.0,553.0,42.9,895.0,181.0,42.9,36.1,255.0,66.3,48.7,474.0,27.0,5.7,36.0,0.95,15.3,
2017-2018,Ligue1,Angers,Ludovic Butelle,fr FRA,GK,34.0,18.4,22.0,3.0,1.0,1.0,2.0,19.6,0.25,-0.4,-0.02,89.0,314.0,28.3,390.0,84.0,48.2,38.6,145.0,86.9,54.7,255.0,22.0,8.6,25.0,1.36,16.2,Matches
2017-2018,Ligue1,Angers,Alexandre Letellier,fr FRA,GK,26.0,13.0,17.0,2.0,0.0,2.0,1.0,14.3,0.29,-1.7,-0.13,90.0,202.0,44.6,232.0,60.0,48.7,39.3,102.0,87.3,59.9,187.0,4.0,2.1,5.0,0.38,12.1,Matches
2017-2018,Ligue1,Angers,Mathieu Michel,fr FRA,GK,25.0,6.6,13.0,2.0,0.0,0.0,1.0,8.9,0.26,-3.1,-0.47,41.0,109.0,37.6,128.0,32.0,49.2,38.2,59.0,78.0,53.8,96.0,5.0,5.2,1.0,0.15,9.9,Matches
2017-2018,Ligue1,Angers,Squad Total,,,27.1,38.0,52.0,7.0,1.0,3.0,4.0,42.8,0.26,-5.2,-0.14,220.0,625.0,35.2,750.0,176.0,48.5,38.8,306.0,85.3,56.3,538.0,31.0,5.8,31.0,0.82,14.3,
2017-2018,Ligue1,Angers,Opponent Total,,,25.8,38.0,42.0,4.0,0.0,7.0,1.0,44.5,0.26,3.5,0.09,195.0,503.0,38.8,831.0,182.0,38.0,34.6,287.0,65.2,48.5,533.0,38.0,7.1,52.0,1.37,15.0,
2017-2018,Ligue1,Strasbourg,Bingourou Kamara,sn SEN,GK,20.0,18.8,32.0,2.0,0.0,6.0,0.0,26.7,0.29,-5.3,-0.28,132.0,338.0,39.1,450.0,76.0,44.7,38.3,168.0,81.5,54.8,283.0,19.0,6.7,12.0,0.64,12.6,Matches
2017-2018,Ligue1,Strasbourg,Alexandre Oukidja,dz ALG,GK,29.0,16.2,29.0,4.0,0.0,1.0,0.0,27.7,0.33,-1.3,-0.08,140.0,341.0,41.1,358.0,58.0,62.3,43.5,130.0,90.8,60.2,232.0,12.0,5.2,12.0,0.74,13.1,Matches
2017-2018,Ligue1,Strasbourg,Landry Bonnefoi,fr FRA,GK,33.0,3.0,6.0,0.0,0.0,1.0,0.0,4.8,0.28,-1.2,-0.39,17.0,42.0,40.5,45.0,12.0,51.1,38.9,28.0,67.9,46.5,53.0,1.0,1.9,0.0,0.0,8.8,Matches
2017-2018,Ligue1,Strasbourg,Squad Total,,,27.2,38.0,67.0,6.0,0.0,8.0,0.0,59.3,0.31,-7.7,-0.2,289.0,721.0,40.1,853.0,146.0,52.4,40.5,326.0,84.0,56.2,568.0,32.0,5.6,24.0,0.63,12.6,
2017-2018,Ligue1,Strasbourg,Opponent Total,,,25.9,38.0,44.0,7.0,2.0,3.0,1.0,39.3,0.25,-3.7,-0.1,210.0,550.0,38.2,802.0,181.0,40.6,36.4,330.0,67.9,49.9,605.0,29.0,4.8,48.0,1.26,15.7,
2017-2018,Ligue1,Caen,Rémy Vercoutre,fr FRA,GK,37.0,34.5,48.0,4.0,0.0,5.0,4.0,40.2,0.28,-3.8,-0.11,343.0,757.0,45.3,802.0,99.0,65.1,45.0,260.0,90.4,57.2,478.0,14.0,2.9,14.0,0.41,12.7,Matches
2017-2018,Ligue1,Caen,Brice Samba,cg CGO,GK,23.0,3.5,4.0,1.0,0.0,0.0,0.0,6.6,0.3,2.6,0.74,32.0,65.0,49.2,74.0,14.0,55.4,41.5,29.0,82.8,56.4,37.0,3.0,8.1,6.0,1.71,14.5,Matches
2017-2018,Ligue1,Caen,Squad Total,,,27.3,38.0,52.0,5.0,0.0,5.0,4.0,46.8,0.28,-1.2,-0.03,375.0,822.0,45.6,876.0,113.0,64.3,44.7,289.0,89.6,57.1,515.0,17.0,3.3,20.0,0.53,12.9,
2017-2018,Ligue1,Caen,Opponent Total,,,25.9,38.0,27.0,5.0,0.0,4.0,2.0,37.6,0.24,12.6,0.33,252.0,656.0,38.4,952.0,170.0,45.3,37.5,326.0,69.0,49.7,762.0,44.0,5.8,42.0,1.11,14.5,
2017-2018,Ligue1,Lille,Mike Maignan,fr FRA,GK,22.0,33.7,53.0,3.0,1.0,2.0,2.0,46.6,0.27,-4.4,-0.13,140.0,348.0,40.2,868.0,196.0,23.2,29.5,286.0,51.4,44.8,439.0,32.0,7.3,51.0,1.51,16.1,Matches
2017-2018,Ligue1,Lille,Ibrahim Amadou,fr FRA,"MF,DF",24.0,26.7,2.0,1.0,0.0,0.0,0.0,1.5,0.2,-0.5,-0.02,0.0,0.0,,0.0,0.0,,,0.0,,,1.0,0.0,0.0,0.0,0.0,,Matches
2017-2018,Ligue1,Lille,Hervé Koffi,bf BFA,GK,20.0,4.0,11.0,1.0,0.0,2.0,1.0,8.1,0.35,-1.9,-0.48,18.0,50.0,36.0,88.0,16.0,37.5,36.4,35.0,48.6,45.6,59.0,7.0,11.9,11.0,2.75,16.3,Matches
2017-2018,Ligue1,Lille,Nicolas de Préville,fr FRA,"FW,MF",26.0,3.2,1.0,0.0,0.0,1.0,0.0,1.4,0.69,0.4,0.12,0.0,2.0,0.0,4.0,0.0,0.0,22.3,2.0,100.0,64.5,4.0,0.0,0.0,1.0,3.33,37.0,Matches
2017-2018,Ligue1,Lille,Squad Total,,,22.6,38.0,67.0,5.0,1.0,5.0,3.0,57.6,0.28,-6.4,-0.17,158.0,400.0,39.5,960.0,212.0,24.4,30.1,323.0,51.4,45.0,503.0,39.0,7.8,63.0,1.66,16.5,
2017-2018,Ligue1,Lille,Opponent Total,,,26.1,38.0,41.0,2.0,1.0,5.0,0.0,41.2,0.29,0.2,0.01,204.0,547.0,37.3,802.0,154.0,42.6,36.8,302.0,67.9,49.2,455.0,28.0,6.2,43.0,1.13,14.9,
2017-2018,Ligue1,Toulouse,Alban Lafont,fr FRA,GK,18.0,38.0,54.0,6.0,3.0,6.0,2.0,52.2,0.3,0.2,0.01,315.0,740.0,42.6,931.0,166.0,51.9,39.6,331.0,77.6,54.6,565.0,23.0,4.1,79.0,2.08,17.7,Matches
2017-2018,Ligue1,Toulouse,Squad Total,,,23.9,38.0,54.0,6.0,3.0,6.0,2.0,52.2,0.3,0.2,0.01,315.0,740.0,42.6,931.0,166.0,51.9,39.6,331.0,77.6,54.6,565.0,23.0,4.1,79.0,2.08,17.7,
2017-2018,Ligue1,Toulouse,Opponent Total,,,26.2,38.0,38.0,8.0,0.0,4.0,3.0,42.6,0.23,7.6,0.2,241.0,644.0,37.4,919.0,168.0,45.6,37.9,308.0,73.1,51.8,633.0,38.0,6.0,29.0,0.76,13.2,
2017-2018,Ligue1,Troyes,Mamadou Samassa,ml MLI,GK,27.0,21.0,31.0,2.0,0.0,3.0,1.0,28.9,0.26,-1.1,-0.05,130.0,414.0,31.4,475.0,99.0,51.4,41.3,184.0,92.4,59.6,365.0,21.0,5.8,21.0,1.0,13.8,Matches
2017-2018,Ligue1,Troyes,Erwin Zelazny,fr FRA,GK,25.0,17.0,28.0,2.0,0.0,3.0,0.0,25.9,0.27,-2.1,-0.13,145.0,413.0,35.1,481.0,74.0,53.8,40.7,173.0,89.0,58.3,285.0,10.0,3.5,9.0,0.53,10.5,Matches
2017-2018,Ligue1,Troyes,Squad Total,,,26.7,38.0,59.0,4.0,0.0,6.0,1.0,54.7,0.27,-3.3,-0.09,275.0,827.0,33.3,956.0,173.0,52.6,41.0,357.0,90.8,59.0,650.0,31.0,4.8,30.0,0.79,12.4,
2017-2018,Ligue1,Troyes,Opponent Total,,,25.9,38.0,32.0,2.0,1.0,3.0,2.0,36.2,0.28,6.2,0.16,198.0,467.0,42.4,914.0,206.0,35.3,34.5,263.0,54.8,45.9,532.0,42.0,7.9,41.0,1.08,13.8,
2017-2018,Ligue1,Metz,Eiji Kawashima,jp JPN,GK,34.0,28.5,60.0,0.0,1.0,9.0,1.0,56.7,0.34,-2.3,-0.08,218.0,582.0,37.5,655.0,141.0,55.9,42.5,237.0,91.1,60.5,406.0,7.0,1.7,33.0,1.16,15.5,Matches
2017-2018,Ligue1,Metz,Thomas Didillon,fr FRA,GK,21.0,9.0,14.0,3.0,0.0,0.0,1.0,13.6,0.31,0.6,0.07,73.0,165.0,44.2,194.0,46.0,49.0,40.4,79.0,88.6,56.6,145.0,12.0,8.3,10.0,1.11,14.0,Matches
2017-2018,Ligue1,Metz,Quentin Beunardeau,fr FRA,GK,23.0,0.4,2.0,0.0,0.0,0.0,0.0,1.6,0.4,-0.4,-0.9,8.0,17.0,47.1,16.0,2.0,87.5,45.0,4.0,75.0,59.0,8.0,0.0,0.0,1.0,2.31,21.0,Matches
2017-2018,Ligue1,Metz,Squad Total,,,27.4,38.0,76.0,3.0,1.0,9.0,2.0,71.9,0.33,-2.1,-0.06,299.0,764.0,39.1,865.0,189.0,54.9,42.1,320.0,90.3,59.5,559.0,19.0,3.4,44.0,1.16,15.2,
2017-2018,Ligue1,Metz,Opponent Total,,,25.8,38.0,34.0,3.0,0.0,7.0,1.0,36.3,0.21,3.3,0.09,199.0,506.0,39.3,881.0,194.0,36.8,34.6,305.0,59.7,47.0,551.0,28.0,5.1,29.0,0.76,13.7,
2017-2018,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,39.0,20.7,14.0,3.0,0.0,2.0,2.0,17.5,0.25,5.5,0.26,84.0,191.0,44.0,474.0,97.0,28.1,31.9,150.0,38.7,36.8,242.0,3.0,1.2,19.0,0.92,14.0,Matches
2017-2018,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,27.0,17.0,9.0,0.0,1.0,2.0,0.0,11.5,0.36,2.5,0.15,84.0,165.0,50.9,361.0,84.0,29.4,32.8,96.0,61.5,43.7,196.0,11.0,5.6,13.0,0.76,14.3,Matches
2017-2018,SeriaA,Juventus,Carlo Pinsoglio,it ITA,GK,27.0,0.3,1.0,0.0,0.0,0.0,0.0,0.7,0.36,-0.3,-0.87,0.0,0.0,,5.0,3.0,0.0,27.0,0.0,,,7.0,1.0,14.3,0.0,0.0,7.0,Matches
2017-2018,SeriaA,Juventus,Squad Total,,,29.2,38.0,24.0,3.0,1.0,4.0,2.0,29.7,0.29,7.7,0.2,168.0,356.0,47.2,840.0,184.0,28.5,32.2,246.0,47.6,39.5,445.0,15.0,3.4,32.0,0.84,14.1,
2017-2018,SeriaA,Juventus,Opponent Total,,,27.0,38.0,86.0,4.0,6.0,10.0,4.0,66.8,0.29,-15.2,-0.4,202.0,546.0,37.0,862.0,147.0,42.8,36.4,269.0,65.8,47.0,512.0,18.0,3.5,23.0,0.61,13.6,
2017-2018,SeriaA,Napoli,Pepe Reina,es ESP,GK,34.0,37.0,29.0,2.0,2.0,3.0,0.0,26.3,0.25,-2.7,-0.07,147.0,333.0,44.1,950.0,177.0,26.0,30.0,235.0,36.6,36.5,353.0,8.0,2.3,57.0,1.54,18.8,Matches
2017-2018,SeriaA,Napoli,Luigi Sepe,it ITA,GK,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.65,0.6,0.65,2.0,4.0,50.0,14.0,2.0,14.3,25.4,5.0,40.0,37.0,7.0,2.0,28.6,0.0,0.0,13.8,Matches
2017-2018,SeriaA,Napoli,Squad Total,,,28.0,38.0,29.0,2.0,2.0,3.0,0.0,27.0,0.26,-2.0,-0.05,149.0,337.0,44.2,964.0,179.0,25.8,29.9,240.0,36.7,36.5,360.0,10.0,2.8,57.0,1.5,18.7,
2017-2018,SeriaA,Napoli,Opponent Total,,,26.9,38.0,77.0,6.0,2.0,12.0,4.0,76.6,0.28,3.6,0.09,402.0,832.0,48.3,1208.0,208.0,46.3,36.8,397.0,68.8,46.8,500.0,22.0,4.4,24.0,0.63,11.6,
2017-2018,SeriaA,Roma,Alisson,br BRA,GK,24.0,37.0,28.0,3.0,0.0,2.0,0.0,35.4,0.23,7.4,0.2,213.0,416.0,51.2,1069.0,239.0,28.9,32.1,252.0,42.5,41.0,469.0,17.0,3.6,90.0,2.43,18.9,Matches
2017-2018,SeriaA,Roma,Łukasz Skorupski,pl POL,GK,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.21,0.6,0.64,7.0,13.0,53.8,30.0,11.0,30.0,31.4,7.0,57.1,37.9,15.0,0.0,0.0,2.0,2.0,20.7,Matches
2017-2018,SeriaA,Roma,Squad Total,,,27.4,38.0,28.0,3.0,0.0,2.0,0.0,36.0,0.23,8.0,0.21,220.0,429.0,51.3,1099.0,250.0,28.9,32.1,259.0,42.9,40.9,484.0,17.0,3.5,92.0,2.42,18.9,
2017-2018,SeriaA,Roma,Opponent Total,,,26.8,38.0,61.0,3.0,2.0,4.0,5.0,55.6,0.25,-0.4,-0.01,311.0,827.0,37.6,934.0,193.0,51.7,39.3,425.0,80.9,50.5,725.0,23.0,3.2,23.0,0.61,12.7,
2017-2018,SeriaA,Inter,Samir Handanović,si SVN,GK,33.0,38.0,30.0,2.0,1.0,1.0,4.0,30.5,0.25,4.5,0.12,127.0,280.0,45.4,808.0,250.0,18.7,26.1,312.0,41.3,35.9,546.0,20.0,3.7,23.0,0.61,14.0,Matches
2017-2018,SeriaA,Inter,Squad Total,,,27.6,38.0,30.0,2.0,1.0,1.0,4.0,30.5,0.25,4.5,0.12,127.0,280.0,45.4,808.0,250.0,18.7,26.1,312.0,41.3,35.9,546.0,20.0,3.7,23.0,0.61,14.0,
2017-2018,SeriaA,Inter,Opponent Total,,,26.9,38.0,66.0,6.0,2.0,9.0,2.0,64.5,0.3,0.5,0.01,301.0,700.0,43.0,952.0,191.0,47.7,38.7,356.0,69.1,48.6,787.0,26.0,3.3,30.0,0.79,11.6,
2017-2018,SeriaA,Lazio,Thomas Strakosha,al ALB,GK,22.0,38.0,49.0,9.0,2.0,3.0,2.0,51.3,0.27,4.3,0.11,217.0,466.0,46.6,884.0,180.0,38.6,34.2,307.0,40.7,38.8,437.0,18.0,4.1,35.0,0.92,14.8,Matches
2017-2018,SeriaA,Lazio,Squad Total,,,26.5,38.0,49.0,9.0,2.0,3.0,2.0,51.3,0.27,4.3,0.11,217.0,466.0,46.6,884.0,180.0,38.6,34.2,307.0,40.7,38.8,437.0,18.0,4.1,35.0,0.92,14.8,
2017-2018,SeriaA,Lazio,Opponent Total,,,27.0,38.0,89.0,9.0,2.0,11.0,3.0,75.1,0.32,-10.9,-0.29,194.0,497.0,39.0,817.0,209.0,35.6,34.9,319.0,64.6,47.0,581.0,36.0,6.2,45.0,1.19,13.8,
2017-2018,SeriaA,Milan,Gianluigi Donnarumma,it ITA,GK,18.0,38.0,42.0,2.0,0.0,4.0,1.0,38.9,0.28,-2.1,-0.05,174.0,392.0,44.4,968.0,150.0,28.0,29.7,267.0,45.3,37.8,487.0,16.0,3.3,39.0,1.03,14.1,Matches
2017-2018,SeriaA,Milan,Squad Total,,,25.0,38.0,42.0,2.0,0.0,4.0,1.0,38.9,0.28,-2.1,-0.05,174.0,392.0,44.4,968.0,150.0,28.0,29.7,267.0,45.3,37.8,487.0,16.0,3.3,39.0,1.03,14.1,
2017-2018,SeriaA,Milan,Opponent Total,,,27.2,38.0,56.0,4.0,2.0,7.0,2.0,57.9,0.25,3.9,0.1,259.0,628.0,41.2,874.0,191.0,44.9,36.5,356.0,66.3,47.8,689.0,24.0,3.5,19.0,0.5,12.1,
2017-2018,SeriaA,Atalanta,Etrit Berisha,al ALB,GK,28.0,31.0,34.0,1.0,2.0,2.0,0.0,33.3,0.32,-0.7,-0.02,183.0,412.0,44.4,609.0,169.0,36.5,34.5,233.0,81.5,54.0,396.0,18.0,4.5,25.0,0.81,14.1,Matches
2017-2018,SeriaA,Atalanta,Pierluigi Gollini,it ITA,GK,22.0,6.9,4.0,0.0,0.0,1.0,0.0,5.6,0.34,1.6,0.24,22.0,51.0,43.1,145.0,24.0,17.2,29.9,50.0,52.0,44.9,90.0,2.0,2.2,5.0,0.72,15.7,Matches
2017-2018,SeriaA,Atalanta,Francesco Rossi,it ITA,GK,26.0,0.1,1.0,0.0,0.0,1.0,0.0,0.3,0.17,-0.7,-7.43,1.0,1.0,100.0,3.0,2.0,33.3,33.3,0.0,,,1.0,0.0,0.0,0.0,0.0,,Matches
2017-2018,SeriaA,Atalanta,Squad Total,,,25.7,38.0,39.0,1.0,2.0,4.0,0.0,39.3,0.32,0.3,0.01,206.0,464.0,44.4,757.0,195.0,32.8,33.7,283.0,76.3,52.4,487.0,20.0,4.1,30.0,0.79,14.4,
2017-2018,SeriaA,Atalanta,Opponent Total,,,27.1,38.0,57.0,5.0,0.0,8.0,0.0,59.9,0.28,2.9,0.08,297.0,685.0,43.4,1027.0,147.0,45.7,37.3,360.0,60.0,45.8,582.0,12.0,2.1,38.0,1.0,12.8,
2017-2018,SeriaA,Fiorentina,Marco Sportiello,it ITA,GK,25.0,35.6,38.0,2.0,2.0,4.0,0.0,36.7,0.26,-1.3,-0.04,152.0,376.0,40.4,773.0,202.0,32.3,32.1,270.0,46.7,38.7,508.0,31.0,6.1,23.0,0.65,12.1,Matches
2017-2018,SeriaA,Fiorentina,Bartłomiej Drągowski,pl POL,GK,19.0,2.4,8.0,0.0,1.0,1.0,0.0,5.6,0.34,-2.4,-1.01,10.0,30.0,33.3,41.0,6.0,56.1,42.7,10.0,70.0,49.3,31.0,1.0,3.2,1.0,0.41,11.0,Matches
2017-2018,SeriaA,Fiorentina,Squad Total,,,25.0,38.0,46.0,2.0,3.0,5.0,0.0,42.2,0.27,-3.8,-0.1,162.0,406.0,39.9,814.0,208.0,33.5,32.6,280.0,47.5,39.1,539.0,32.0,5.9,24.0,0.63,12.1,
2017-2018,SeriaA,Fiorentina,Opponent Total,,,26.9,38.0,54.0,7.0,2.0,5.0,1.0,59.1,0.28,6.1,0.16,276.0,666.0,41.4,933.0,170.0,41.2,36.5,419.0,67.3,47.4,629.0,19.0,3.0,53.0,1.39,16.7,
2017-2018,SeriaA,Torino,Salvatore Sirigu,it ITA,GK,30.0,37.0,45.0,5.0,3.0,5.0,0.0,47.0,0.25,2.0,0.05,237.0,541.0,43.8,987.0,198.0,35.6,34.1,319.0,59.6,44.3,621.0,32.0,5.2,49.0,1.32,13.8,Matches
2017-2018,SeriaA,Torino,Vanja Milinković-Savić,rs SRB,GK,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.26,-0.5,-0.48,5.0,21.0,23.8,40.0,6.0,35.0,36.6,8.0,87.5,62.8,16.0,1.0,6.3,1.0,1.0,12.5,Matches
2017-2018,SeriaA,Torino,Squad Total,,,28.1,38.0,46.0,5.0,3.0,5.0,0.0,47.5,0.25,1.5,0.04,242.0,562.0,43.1,1027.0,204.0,35.5,34.2,327.0,60.2,44.7,637.0,33.0,5.2,50.0,1.32,13.7,
2017-2018,SeriaA,Torino,Opponent Total,,,26.8,38.0,54.0,0.0,0.0,7.0,1.0,47.9,0.32,-5.1,-0.14,263.0,626.0,42.0,923.0,168.0,44.0,36.9,294.0,74.8,49.8,456.0,18.0,3.9,28.0,0.74,13.5,
2017-2018,SeriaA,Sampdoria,Emiliano Viviano,it ITA,GK,31.0,27.0,43.0,2.0,1.0,5.0,2.0,40.8,0.28,-0.2,-0.01,179.0,437.0,41.0,632.0,80.0,46.0,38.8,226.0,64.6,49.5,429.0,13.0,3.0,19.0,0.7,13.1,Matches
2017-2018,SeriaA,Sampdoria,Christian Puggioni,it ITA,GK,36.0,9.0,12.0,3.0,0.0,1.0,0.0,16.4,0.27,4.4,0.49,52.0,128.0,40.6,234.0,58.0,38.9,34.4,78.0,47.4,41.3,148.0,10.0,6.8,21.0,2.33,16.6,Matches
2017-2018,SeriaA,Sampdoria,Vid Belec,si SVN,GK,27.0,2.0,5.0,1.0,0.0,1.0,0.0,4.4,0.23,-0.6,-0.28,7.0,23.0,30.4,70.0,10.0,27.1,26.5,16.0,25.0,32.8,35.0,0.0,0.0,4.0,2.0,20.5,Matches
2017-2018,SeriaA,Sampdoria,Squad Total,,,27.0,38.0,60.0,6.0,1.0,7.0,2.0,61.6,0.27,3.6,0.1,238.0,588.0,40.5,936.0,148.0,42.8,36.8,320.0,58.4,46.7,612.0,23.0,3.8,44.0,1.16,14.5,
